xpos_error,iterations
0.03697162005043096,200
0.00926835436085291,200
0.0009419026544799729,200
0.007609503885393636,200
0.006642110432670287,200
0.0007251571574077695,200
0.010657322388028133,200
0.0091828746585411,200
0.003060554305966673,200
0.039347999925635195,200
0.016546370920366163,200
0.029087094466977204,200
0.007065167264895255,200
0.029314835098693162,200
0.0030830583440697784,200
0.0022271964117078252,200
0.0006235247117412543,200
0.000768102116031229,200
0.043726136679976706,200
0.0027857691426097543,200
0.0013626089252524874,200
0.02656332486018694,200
0.00571059672731057,200
0.0012067634576187895,200
0.0014780254629374607,200
0.0011454819395234168,200
0.0104717952072096,200
0.005532949612906248,200
0.0091828746585411,200
0.0006143182554868427,200
0.00037146223724313174,200
0.044824178881808945,200
0.0035638618347841582,200
0.022886189782175992,200
0.002837995704119364,200
0.003791672435726143,200
0.04541506632925345,200
0.011298067475952354,200
0.006820831740374122,200
0.002702637711370497,200
0.06579528993427496,200
0.006351494049149665,200
1.8905132616031457e-05,200
0.0014985552898142086,200
0.007019332587829732,200
0.012339189586770972,200
1.2368057288586283e-05,200
0.003992466897878497,200
0.000302937724844925,200
0.01598414349123092,200
0.007547602587972473,200
0.009694021178052476,200
0.05889707111971805,200
0.015314592522924974,200
0.0004081145575675273,200
0.0005960101091219629,200
0.020129277126633587,200
3.154804384390429e-05,200
0.0020691614573610626,200
0.0007983673837907325,200
0.013302126056999741,200
0.005594909289978212,200
0.01240002954684914,200
0.005797825317509073,200
0.03844628182161054,200
0.002309990365148688,200
7.653659722091323e-05,200
0.01167327276576666,200
1.860886923617642e-05,200
0.016390246992329955,200
0.011655347548309842,200
0.026610894971101643,200
0.015697968570968023,200
0.010834841742356856,200
0.02470538984460155,200
0.002473447472491151,200
0.008580871146861992,200
0.007499964567535379,200
0.014114441588108935,200
0.04418224407723763,200
0.00019566642512556316,200
0.012831896761360546,200
0.014010919188657088,200
0.010262257203866771,200
0.0178512889704307,200
0.014834634174593119,200
0.04230240926384891,200
0.0053686779479085196,200
0.017982925630554966,200
0.005092646837695807,200
0.0025245014444295138,200
0.0001515331810928378,200
0.015088952717322513,200
0.057256285118083325,200
0.044944605688219945,200
0.02630631650543928,200
0.04301191101406924,200
0.011005134877345257,200
0.0007917271284417225,200
4.02568704669919e-06,200
